assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction
6353,17404,In vivo percent inhibitory activity of intraperitoneally administered compound (50 mg/kg/day) against mice infected with A549 tumor,F,,,Homo sapiens,9606.0,,,A549,
6354,10958,Growth inhibition of A549 (human lung carcinoma) cell line.,F,,,Homo sapiens,9606.0,,,A549,
6355,17099,Effective dose required for inhibitory activity against A549 human tumor cell line.,F,,,Homo sapiens,9606.0,,,A549,
6356,17099,Effective dose required for inhibitory activity against A549 human tumor cell line; Not active,F,,,Homo sapiens,9606.0,,,A549,
6357,4096,Cytotoxicity was evaluated against A549 tumor cell lines; Inactive,F,,,Homo sapiens,9606.0,,,A549,
6358,4096,Cytotoxicity evaluated against A549 tumor cell lines; significant activity,F,,,Homo sapiens,9606.0,,,A549,
6359,4096,Cytotoxicity was evaluated against A549 tumor cell lines; Slightly active,F,,,Homo sapiens,9606.0,,,A549,
6360,2525,In vitro inhibitory activity against A549 tumor cell culture,F,,,Homo sapiens,9606.0,,,A549,
6361,2525,In vitro inhibitory activity against A549 tumor cell culture; IA= Inactive,F,,,Homo sapiens,9606.0,,,A549,
6362,5302,Activity against human lung cancer with mutated beta-tubulin (A549-T2415),F,,,Homo sapiens,9606.0,,,A549,
6363,16325,Growth inhibitory activity was determined against A549/ATCC cancer cell line of non-small cell lung cancer,F,,,Homo sapiens,9606.0,,,A549,
6364,16939,Inhibition of growth of A549/ATCC nonsmall cell lung cancer cell line,F,,,Homo sapiens,9606.0,,,A549,
6365,17229,In vitro antitumor activity against NSCL A549/ATCC tumor cell lines,F,,,Homo sapiens,9606.0,,,A549,
6366,17380,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells,F,,,Homo sapiens,9606.0,,,A549,
6367,17380,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells; No data,F,,,Homo sapiens,9606.0,,,A549,
6368,1903,In vitro cytotoxicity against human Non-small cell lung cancer A549/ATCC cell line.,F,,,Homo sapiens,9606.0,,,A549,
6369,3838,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,F,,,Homo sapiens,9606.0,,,A549,
6370,14696,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,F,,,Homo sapiens,9606.0,,,A549,
6371,3838,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,F,,,Homo sapiens,9606.0,,,A549,
6372,1522,Tested for in vitro cytotoxicity against non-small cell lung cancer cell line A549/ATCC,F,,,Homo sapiens,9606.0,,,A549,
6373,12400,Tested in vitro for cytotoxicity in A549/ATCC cell lines,F,,,Homo sapiens,9606.0,,,A549,
6374,14696,inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,F,,,Homo sapiens,9606.0,,,A549,
6375,14769,Compound was evaluated for in vitro activity against A549/ATCC lung cancer cell lines (Human tumor cells ),F,,,Homo sapiens,9606.0,,,A549,
6376,14696,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line at 0.01 uM,F,,,Homo sapiens,9606.0,,,A549,
6377,1888,Compound was evaluated for cytotoxic activity against non-small lung cancer A549/ATCC cell lines.,F,,,Homo sapiens,9606.0,,,A549,
6378,12016,Tested for cytotoxic activity against non-small cell lung cancer A549/ATCC cell line,F,,,Homo sapiens,9606.0,,,A549,
6379,6058,Compound tested for growth inhibition of non-small cell lung cancer cell line A549/ATCC,F,,,Homo sapiens,9606.0,,,A549,
6380,17708,Compound was tested for 50% growth inhibition against human non-small cell lung cancer A549/ATCC cell line,F,,,Homo sapiens,9606.0,,,A549,
6381,12301,Antitumor activity against A549/ATCC cell line,F,,,Homo sapiens,9606.0,,,A549,
6382,11970,Tested for cytotoxicity against A549/ATCC cell lines in non-small-cell lung cancer,F,,,Homo sapiens,9606.0,,,A549,
6383,11818,In vitro cytotoxicity against A549/ATCC cell line.,F,,,Homo sapiens,9606.0,,,A549,
6384,12400,Tested in vitro for cytotoxicity in A549/ATCC cell line of Non-Small Cell Lung Cancer,F,,,Homo sapiens,9606.0,,,A549,
6385,3381,In vitro inhibition of Non-Small Cell Lung Cancer A549/ATCC cell lines,F,,,Homo sapiens,9606.0,,,A549,
6386,17376,Concentration of compound that cause 50% cytotoxicity of A549/ATCC non small cell lung cancer cell line,F,,,Homo sapiens,9606.0,,,A549,
6387,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A549Rem- cell line of lung using the MTT Cytotoxicity Assay,F,,,Homo sapiens,9606.0,,,A549,
6388,2964,Cytotoxicity was evaluated against A649 human mammary carcinoma cells,F,,,Homo sapiens,9606.0,,,,
6389,5005,Compound was tested for oral bioavailability in dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6390,6229,Compound was tested for orally bioavailable in dogs with a half life of 0.7 hr,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6391,6229,Compound was tested for orally bioavailable in dogs with a half life of 1.2h,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6392,5374,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6393,5374,Compound was tested for the oral bioavailability in dog; No availability,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6394,6265,Oral bioavailability in dog (dose 5 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6395,5654,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6396,5654,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6397,16456,Oral bioavailability in Beagle dogs after Per oral administration at dose of 50(mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6398,5302,Oral bioavailability in dog (dose 5 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6399,3624,Oral bioavailability in dog (p.o. dosing of 0.05 M citric acid/0.05 M hydrochloric acid solution),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6400,16452,Oral bioavailability of active FTIs in dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6401,5802,Oral bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6402,3598,Oral bioavailability of compound determined in dog after iv administration at a dose of 10 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6403,17839,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6404,6762,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6405,6821,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6406,6821,Oral bioavailability of compound was determined in dog; Not tested,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6407,5210,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6408,6227,Oral bioavailability (10 mg/kg) was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6409,761,Oral bioavailability,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6410,761,Oral bioavailability in dog (dosed as neat powder in hard gelatin capsule),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6411,761,Oral bioavailability administered in solution in rats,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6412,16907,Oral bioavailability after 30 mg/kg po dose in Dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6413,5474,Oral bioavailability at a dose of 1 mg/kg in dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6414,6535,Oral bioavailability in dog (dose 1 mg/kg p.o.),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6415,6535,Oral bioavailability in Dog; ND = not determined,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6416,3352,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6417,6168,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6418,5988,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6419,4942,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6420,4942,Oral bioavailability in dogs; No data,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6421,14541,Oral bioavailability measured in dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6422,4449,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6423,6057,Oral bioavailability was calculated in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6424,5600,Oral bioavailability after 0.3 mg/kg po administration in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6425,5542,Oral bioavailability in dog (i.v. dosing),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6426,5542,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6427,5546,Oral bioavailability in Beagle dog at a dose of 2 mg/kg by po administration,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6428,4514,Oral bioavailability in Beagle dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6429,3624,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6430,3854,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6431,5836,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6432,5940,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6433,6168,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6434,6227,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6435,6251,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6436,6448,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6437,6647,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6438,5940,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6439,933,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6440,5210,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6441,6642,Oral bioavailability in dog (dosed as a mixture of five compounds at 0.5 mg/kg each via i.v. only),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6442,6641,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6443,6642,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6444,5472,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6445,5985,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6446,15660,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6447,5530,Oral bioavailability in dog (dose 0.2 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6448,5530,Oral bioavailability in dog (dose 1 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6449,6305,Oral bioavailability (F) in dogs,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6450,5210,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6451,5238,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6452,5668,Oral bioavailability in dog (dose 10 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6453,5668,Oral bioavailability after peroral administration at 5 mpk in Dog,A,In vivo,,Canis lupus familiaris,9615.0,,,,
6454,5668,Oral bioavailability in dog (dose 5 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6455,6084,Oral bioavailability in dog (dose 10 mg/kg),A,In vivo,,Canis lupus familiaris,9615.0,,,,
6456,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,,Kidney,CCRF S-180,
6457,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,,Kidney,CCRF S-180,
6458,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,,Liver,CCRF S-180,
6459,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,,Liver,CCRF S-180,
6460,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,,Liver,CCRF S-180,
6461,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,,Liver,CCRF S-180,
6462,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,,Liver,CCRF S-180,
6463,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,,Lung,CCRF S-180,
6464,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,,Lung,CCRF S-180,
6465,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,,Lung,CCRF S-180,
6466,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,,Lung,CCRF S-180,
6467,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,,Lung,CCRF S-180,
6468,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,,,CCRF S-180,
6469,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice muscle bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,,,CCRF S-180,
6470,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,,,CCRF S-180,
6471,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,,,CCRF S-180,
6472,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,,,CCRF S-180,
6473,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice spleen bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,,Spleen,CCRF S-180,
6474,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,,Spleen,CCRF S-180,
6475,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,,Spleen,CCRF S-180,
6476,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,,Spleen,CCRF S-180,
6477,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,,Spleen,CCRF S-180,
6478,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,,,CCRF S-180,
6479,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,,,CCRF S-180,
6480,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,,,CCRF S-180,
6481,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,,,CCRF S-180,
6482,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,,,CCRF S-180,
6483,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,,,CCRF S-180,
6484,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,,,CCRF S-180,
6485,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,,,CCRF S-180,
6486,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,,,CCRF S-180,
6487,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/blood bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,,,CCRF S-180,
